,comment,sentiment,comment_len
2067,باریکی این تبلت در حالیست که فوجیتسو موفق شده برای این دستگاه استاندارد نظامی STD ۸۱۰G را نیز کسب نماید,1,21
2068,۵ حافظه ی EDRam در کنار واحد پردازش گرافیکی حافظه ی ۱۰ مگابایتی eDRam وجود دارد که با سرعت ۳۰۰ مگاهرتز فعالیت می کند,0,24
2069,توی نگاه اول شاید قیمت بازی های اصل کمی گرون باشه اما این گرونی بی علت نیست و به کیفیت و دوام کالا بستگی داره و اینکه ارزونی کپی خوری دستگاه همراه با ضرری که در آینده به شما میرسه خیلی گرونه لطفا به این مساله فکر کنید بعد اقدام کنید,0,51
2070,از بین مدل هایی که تا حالا سونی بیرون داده این بهترینشه و ارزش خرید زیادی داره,2,17
2071,محصولات اپل برای کسایی هست که دیگه به iOS عادت کردند ولی باید گفت این گوشی تقریبا در هیچ موردی بهترین گوشی دنیا نیست,-1,24
2072,حافظه ۸۰۰ مگابایت تلویزیون و دانلود نرم افزار های مخصوص تلویزیون از طریق نرم افزار samsung apps که برنامه ها رو از طریق tv دانلود و اتوماتیک خودش نصب میشه و میتونید استفاده کنید۵ web browser۶,0,36
2073,قابلیت ها و افکتهای زیادی برای عکس برداری داره که کاملا کاربردی و بعضا جالب هستند,1,16
2074,موفق باشید,0,2
2075,چون تو آمریکا ممنوعه دوم اینکه نرم افزار بخوای نصب کنی باید قفلش رو بشکنید جیلبریک بشه,0,17
2076,باز کردن قفل صفحه نمایش به زیبایی هر چه تمام تر و با کشیدن انگشت از وسط یک دایره به طرفین صورت می پذیرد که کاملا منحصر به ال جی است,1,31
2077,FT۳ نسل سوم از دوربین های کامپکت مقاوم شرکت پاناسونیک می باشد که پس از دوربین های FT۱ و FT۲ به بازار آمده است,1,23
2078,یکی از مهمترین و بهترین امکانات اضافه شده در GALAXY Tab ۲ ۷٫۰ سیستم عامل آن است,2,17
2079,واقعا نسبت به قیمتش خیلی ارزش خرید داره,1,8
2080,به نظر میاد سونی هنوز بازار را در بازی با مگا پیکسبل تصور می کند درحالی که این بازی تجاری برای مردم شناخته شده و از این به بعد کارایی ندارد,-1,31
2081,دوربین فیلم برداری MG۵۵۵ به مجموعه نرم افزاری خوبی مجهز است,1,12
2082,امیدوارم زودتر وارد عرصه رقابت بشه من میخواستم tipo dual از شرکت سونی رو خریداری کنم حالا صبر می کنم این شاهکار رو دستم بگیرم,1,25
2083,دوربینش ۱۵ فریم بر ثانیه فیلم برداری میکنه و بدنه ش ضد خش نیست و فلاش نداره,-1,17
2084,نکته بسیار مهمی که باید در نظر داشت این است که اگر برنامه ای برای چنین دقت بالایی طراحی نشده باشد ظاهر خیلی خوبی بر روی صفحه نمایش نخواهد داشت,0,28
2085,باز هم اگه وقت کنم نظر میدم,0,7
2086,با کلید کپی اگر پرینتر وصل باشه راحت و بدون هیچ عملکرد اضافی کپی شیک و تمیز میگیره,1,18
2087,ضخامت دستگاه تنها ۱۸ میلی متر است که نسبت به مدل قبلی ۲۵ درصد باریک تر شده است,1,17
2088,خودم از دیجی کالا خریدمش بسیار با کیفیت به دستم رسید,2,11
2089,نرم افزار شاید اصلی ترین دلیل کم شدن فروش محصولات نوکیا در چند سال اخیر به عدم پیشرفت نرم افزاری گوشی های آن برگردد,-1,24
2090,بقیه مشخصات گوشی هم عالی هست و تمام بازی های HD که داشتم رو به راحتی اجرا کرد,2,18
2091,سامسونگ و ال جی همیشه بهترینن,2,6
2092,بگذریم,0,1
2093,از نگاه نخست معلوم است که N۴۳SM نوت بوکی زیباست که ایسوز به طراحی آن اهمیت زیادی داده است,1,20
2094,۸ و اما مهمترین برتری قیمت این گوشی نصف HTC Desire SV است,0,13
2095,قیمت بالا,-1,2
2096,البته تحول در طراحی های خود,0,6
2097,راه حل دیگه ای هم برای کسانی که مصرف بالایی دارن موجوده میتونی یه کیت شارژ HTC با ظرفیت ۵۰۰۰ میلی آمپر تهیه کنی و زمانی که دسترسی به AC نداری ازش استفاده کنی,1,34
2098,به نظر می رسد عملکرد باتری آن نسبت به باتری One X به علت وجود سیستم عامل ویندوز بهتر باشد,1,20
2099,تفاوت اصلی صفحه نمایش های SuperLCD با SuperAMOLED ها در رنگ های تولید شده توسط آن هاست,0,17
2100,امکان چاپ دو رو از خصوصیات دیگر این چاپگر می باشد که توانایی چاپ دو رو خودکار تا ۳۰ صفحه را دارد,0,22
2101,تبلت جدید سامسونگ بیش از هر تبلت دیگری به اصل تبلت ها یعنی قابلیت نوت برداری و یا در واقع جایگزینی قلم و کاغذ نزدیک شده است,0,26
2102,همچنین کمینه ی سرعت شاتر آن نیز تا ۳۰ ثانیه می باشد که دلیلی بر توانایی های این دوربین برای عکاسی در شب است,1,24
2103,جواب این سوال بر میگرده به چند سال پیش زمانی که کسایی بودن که پول دار بودن و کسایی که وضع متوسطی داشتن,0,23
2104,نمایشگر بسیار با کیفیت می باشد و کادر بندی و تماشای عکس ها از طریق آن بسیار لذت بخش است,2,20
2105,فیلم های گرفته شده با این تبلت جزئیات قابل قبولی را نشان داده و از کیفیت صوتی بسیار مناسبی برخوردارند,2,20
2106,در این مدت شکر خدا هنگ نکرده با اینکه هر روز ۶ ساعت پشت سر هم باهاش کار می کنم باتری هم که حرف نداره,2,25
2107,فقط اگه لوازم جانبی بتونین براش بیارین واقعا عالی میشه,1,10
2108,به هر صورت همانطور که گفتیم دوربین ورزشی GoPro HD Hero یک وسیله ی ایده آل برای ثبت لحظات پر هیجان و خاطره انگیز ورزشکاران است,1,26
2109,فکر نکنم تو شرایط فعلی زیاد استقبال بشه,0,8
2110,با بهره گیری از مک,0,5
2111,X Pro۱ طبق معمول یک دوربین حرفه ای توانایی عکاسی در فرمت RAW را دارد و از شوتینگ مودهای P A S M هم بهره می برد,0,27
2112,سولا از این بهتره صد در صد من دو برابر پول سولا رو دادم ولی ارزش نداشت,0,17
2113,ضخامت GALAXY Tab ۲ نسبت به مدل سال گذشته نزدیک به ۰٫۶ میلیمتر افزایش یافته ولی تغییری در وزن آن ایجاد نشده است,0,22
2114,من الان یه ماهی دارمش ازش خیلی راضیم عالیه فقط اگه یه مقدار دوربینش عالی بود بهتر می شد,2,19
2115,آخرین کنترل حرکتی نیز مربوط به Panning یا حرکت در بین آیکون ها و صفحات خانگی است,0,17
2116,گوشی وجود گوشی به کاربر امکان می دهد هنگامی که با مشخصه ی XBOX Live با دیگر دوستان خود در حال بازی است بتواند به طور همزمان با آن ها صحبت کند,1,32
2117,با در نظر گرفتن تجهیزات سخت افزاری قدرتمندی که درون بدنه جای گرفته بدنه ی باریک Galaxy S II در نوع خود یک شاهکار مهندسی محسوب می شود,2,28
2118,در قسمت زیرین تبلت درگاه اتصال کابل جهت انتقال اطلاعات و شارژ و دو شکاف که برای اتصال داک است تعبیه گشته اند,0,22
2119,خرید اون خیلی سخته بخاطر قیمتش,-1,6
2120,کمینه ی فاصله ی فوکوس این لنز در مود ماکرو ۵ سانتی متر است که عالیست,2,16
